0.0037800000000001166,39,5
0.07542599999999999,378,126
0.08104599999999995,345,146
0.39935999999999994,1778,496
0.13699199999999978,784,228
0.03561399999999981,243,79
2.6071199999999997,5501,1526
0.06575400000000009,322,104
0.15443800000000074,815,247
0.06520800000000015,361,150
0.36372800000000005,1637,462
0.09567200000000042,467,184
0.03561799999999948,195,63
0.05216400000000032,281,92
0.03988399999999981,199,73
0.12375399999999992,703,211
0.008475999999999928,58,25
2.753584000000001,5872,1622
0.04300999999999888,247,89
0.08279600000000009,506,150
0.15822000000000003,869,248
0.025344000000000477,163,62
0.14428599999999925,799,240
0.05210199999999965,309,134
0.05159999999999876,286,96
2.2237659999999995,5229,1434
0.2204479999999993,1122,333
0.0443200000000008,286,94
5.065232000000002,8206,2256
0.0259539999999987,173,56
0.08960599999999985,472,204
0.023115999999998138,139,65
0.0154980000000009,114,33
0.01647000000000176,66,34
1.0341099999999983,3276,913
0.10819799999999802,597,188
0.020192000000001542,143,46
0.17064399999999935,948,268
0.020364000000000715,146,50
0.0073999999999969646,62,16
0.14350999999999914,755,229
0.11362199999999945,716,364
0.27051600000000064,1336,372
0.925808,3027,861
0.06790599999999714,408,133
0.012086000000000041,91,31
0.8902639999999984,3027,861
0.015019999999999811,89,36
0.07518199999999808,426,131
0.003522000000000247,39,5
0.007595999999999492,61,15
0.024513999999999925,171,63
0.05427599999999799,352,118
0.041223999999999705,219,99
0.06909800000000033,405,129
0.01754399999999734,117,50
0.010258000000000322,92,25
0.039104000000001804,274,90
0.04994999999999905,326,108
0.10637799999999942,602,188
0.07022399999999962,410,122
0.019599999999996953,140,49
0.0077859999999994045,56,21
0.015491999999998285,100,38
0.08438199999999796,506,196
0.011966000000001031,89,36
0.07584400000000002,484,146
0.00942799999999977,58,17
0.08615400000000051,438,135
0.00959399999999988,94,28
0.09384999999999977,440,139
0.009668000000001342,94,30
0.02158200000000221,138,52
0.2739079999999987,1334,368
0.027415999999998775,132,60
0.1950819999999993,1063,304
0.6755759999999995,2258,644
0.1030799999999985,557,196
0.08572800000000314,532,164
0.026769999999999072,165,56
0.5082979999999999,2096,605
0.041560000000000485,273,89
0.022819999999999396,32,0
0.017236000000000473,59,22
0.5690899999999992,2205,617
0.013935999999997506,92,32
1.155146000000002,3402,962
0.07367599999999896,409,131
0.02008599999999916,140,49
0.12810200000000194,683,209
0.09067399999999992,513,151
0.13595399999999813,542,235
0.046828000000001424,286,96
0.13535399999999953,899,496
0.013667999999999125,87,29
0.47850599999999943,2072,592
0.01033999999999935,65,20
0.11172399999999882,517,197
0.03141199999999955,208,77
0.026977999999999724,165,70
0.01362400000000008,63,32
0.024418000000000717,167,52
0.0026039999999980523,37,5
0.011966000000001031,92,33
0.04175799999999796,302,100
0.014961999999997033,58,27
0.04772000000000176,32,0
0.018661999999999068,109,38
0.16147199999999984,801,307
2.1764319999999984,5124,1399
0.022569999999998203,138,60
0.04800000000000182,276,100
0.011714000000001334,92,32
0.201827999999999,1092,319
0.08294400000000124,367,159
0.018974000000000046,120,47
0.36970199999999664,1693,491
3.5374820000000042,6642,1787
0.22905599999999993,988,310
0.06773400000000152,462,144
