,idx,mode,file,# Gadgets,CX depth,# CX,Rz depth,depth,# Rz,time,notes,matroid,root_heuristic,split_heuristic,arch_density,architecture
0,16,tket,circuits/phasepoly/9qubits/100gadgets/Original9.qasm,,875,1022,99,969,100,0 days 00:00:00.506682000,,gray,nash,count,0.3333333333333333,9q-square
0,17,tket,circuits/phasepoly/9qubits/100gadgets/Original15.qasm,,879,1016,99,977,100,0 days 00:00:00.435520000,,gray,nash,count,0.3333333333333333,9q-square
0,18,tket,circuits/phasepoly/9qubits/100gadgets/Original5.qasm,,1013,1177,99,1112,100,0 days 00:00:00.451844000,,gray,nash,count,0.3333333333333333,9q-square
0,19,tket,circuits/phasepoly/9qubits/100gadgets/Original19.qasm,,924,1064,98,1022,100,0 days 00:00:00.486901000,,gray,nash,count,0.3333333333333333,9q-square
0,0,steiner,circuits/phasepoly/9qubits/100gadgets/Original6.qasm,100,286,447,65,310,100,0 days 00:00:00.112767000,,arianne,,count,0.3333333333333333,9q-square
0,1,steiner,circuits/phasepoly/9qubits/100gadgets/Original16.qasm,100,291,490,83,334,100,0 days 00:00:00.122496000,,arianne,,count,0.3333333333333333,9q-square
0,2,steiner,circuits/phasepoly/9qubits/100gadgets/Original17.qasm,100,293,542,75,323,100,0 days 00:00:00.124944000,,arianne,,count,0.3333333333333333,9q-square
0,3,steiner,circuits/phasepoly/9qubits/100gadgets/Original7.qasm,100,290,441,68,317,100,0 days 00:00:00.141666000,,arianne,,count,0.3333333333333333,9q-square
0,4,steiner,circuits/phasepoly/9qubits/100gadgets/Original10.qasm,100,296,472,62,323,100,0 days 00:00:00.130504000,,arianne,,count,0.3333333333333333,9q-square
0,5,steiner,circuits/phasepoly/9qubits/100gadgets/Original0.qasm,100,265,448,72,298,100,0 days 00:00:00.103223000,,arianne,,count,0.3333333333333333,9q-square
0,6,steiner,circuits/phasepoly/9qubits/100gadgets/Original1.qasm,100,287,458,69,322,100,0 days 00:00:00.180325000,,arianne,,count,0.3333333333333333,9q-square
0,7,steiner,circuits/phasepoly/9qubits/100gadgets/Original11.qasm,100,302,440,64,332,100,0 days 00:00:00.113436000,,arianne,,count,0.3333333333333333,9q-square
0,8,steiner,circuits/phasepoly/9qubits/100gadgets/Original12.qasm,100,299,500,78,341,100,0 days 00:00:00.125399000,,arianne,,count,0.3333333333333333,9q-square
0,9,steiner,circuits/phasepoly/9qubits/100gadgets/Original2.qasm,100,290,508,73,320,100,0 days 00:00:00.130660000,,arianne,,count,0.3333333333333333,9q-square
0,10,steiner,circuits/phasepoly/9qubits/100gadgets/Original3.qasm,100,255,440,63,285,100,0 days 00:00:00.150996000,,arianne,,count,0.3333333333333333,9q-square
0,11,steiner,circuits/phasepoly/9qubits/100gadgets/Original13.qasm,100,272,412,66,317,100,0 days 00:00:00.124459000,,arianne,,count,0.3333333333333333,9q-square
0,12,steiner,circuits/phasepoly/9qubits/100gadgets/Original18.qasm,100,316,543,72,348,100,0 days 00:00:00.130685000,,arianne,,count,0.3333333333333333,9q-square
0,13,steiner,circuits/phasepoly/9qubits/100gadgets/Original4.qasm,100,300,560,86,345,100,0 days 00:00:00.097681000,,arianne,,count,0.3333333333333333,9q-square
0,14,steiner,circuits/phasepoly/9qubits/100gadgets/Original14.qasm,100,271,450,78,322,100,0 days 00:00:00.131274000,,arianne,,count,0.3333333333333333,9q-square
0,15,steiner,circuits/phasepoly/9qubits/100gadgets/Original8.qasm,100,292,473,73,321,100,0 days 00:00:00.130305000,,arianne,,count,0.3333333333333333,9q-square
0,16,steiner,circuits/phasepoly/9qubits/100gadgets/Original9.qasm,100,284,423,67,315,100,0 days 00:00:00.113677000,,arianne,,count,0.3333333333333333,9q-square
0,17,steiner,circuits/phasepoly/9qubits/100gadgets/Original15.qasm,100,307,464,74,337,100,0 days 00:00:00.233401000,,arianne,,count,0.3333333333333333,9q-square
0,18,steiner,circuits/phasepoly/9qubits/100gadgets/Original5.qasm,100,285,444,76,322,100,0 days 00:00:00.111488000,,arianne,,count,0.3333333333333333,9q-square
0,19,steiner,circuits/phasepoly/9qubits/100gadgets/Original19.qasm,100,282,547,84,321,100,0 days 00:00:00.115024000,,arianne,,count,0.3333333333333333,9q-square
0,0,steiner,circuits/phasepoly/16qubits/100gadgets/Original6.qasm,100,573,1222,96,621,100,0 days 00:00:05.271392000,,gray,nash,count,0.2,16q-square
0,1,steiner,circuits/phasepoly/16qubits/100gadgets/Original16.qasm,100,625,1461,94,645,100,0 days 00:00:05.461533000,,gray,nash,count,0.2,16q-square
0,2,steiner,circuits/phasepoly/16qubits/100gadgets/Original17.qasm,100,645,1468,95,668,100,0 days 00:00:05.610467000,,gray,nash,count,0.2,16q-square
0,3,steiner,circuits/phasepoly/16qubits/100gadgets/Original7.qasm,100,603,1404,96,635,100,0 days 00:00:04.965601000,,gray,nash,count,0.2,16q-square
0,4,steiner,circuits/phasepoly/16qubits/100gadgets/Original10.qasm,100,676,1491,98,696,100,0 days 00:00:05.178819000,,gray,nash,count,0.2,16q-square
0,5,steiner,circuits/phasepoly/16qubits/100gadgets/Original0.qasm,100,610,1403,92,651,100,0 days 00:00:05.485202000,,gray,nash,count,0.2,16q-square
0,6,steiner,circuits/phasepoly/16qubits/100gadgets/Original1.qasm,100,559,1297,94,595,100,0 days 00:00:05.259063000,,gray,nash,count,0.2,16q-square
0,7,steiner,circuits/phasepoly/16qubits/100gadgets/Original11.qasm,100,577,1374,97,614,100,0 days 00:00:05.401683000,,gray,nash,count,0.2,16q-square
0,8,steiner,circuits/phasepoly/16qubits/100gadgets/Original12.qasm,100,622,1338,96,668,100,0 days 00:00:05.329334000,,gray,nash,count,0.2,16q-square
0,9,steiner,circuits/phasepoly/16qubits/100gadgets/Original2.qasm,100,659,1542,96,685,100,0 days 00:00:05.578720000,,gray,nash,count,0.2,16q-square
0,10,steiner,circuits/phasepoly/16qubits/100gadgets/Original3.qasm,100,659,1471,97,684,100,0 days 00:00:05.577036000,,gray,nash,count,0.2,16q-square
0,11,steiner,circuits/phasepoly/16qubits/100gadgets/Original13.qasm,100,612,1459,96,637,100,0 days 00:00:05.587201000,,gray,nash,count,0.2,16q-square
0,12,steiner,circuits/phasepoly/16qubits/100gadgets/Original18.qasm,100,671,1485,96,692,100,0 days 00:00:05.216865000,,gray,nash,count,0.2,16q-square
0,13,steiner,circuits/phasepoly/16qubits/100gadgets/Original4.qasm,100,600,1359,97,643,100,0 days 00:00:05.269072000,,gray,nash,count,0.2,16q-square
0,14,steiner,circuits/phasepoly/16qubits/100gadgets/Original14.qasm,100,625,1423,95,654,100,0 days 00:00:05.251809000,,gray,nash,count,0.2,16q-square
0,15,steiner,circuits/phasepoly/16qubits/100gadgets/Original8.qasm,100,666,1529,96,694,100,0 days 00:00:05.060438000,,gray,nash,count,0.2,16q-square
0,16,steiner,circuits/phasepoly/16qubits/100gadgets/Original9.qasm,100,601,1290,98,640,100,0 days 00:00:05.115413000,,gray,nash,count,0.2,16q-square
0,17,steiner,circuits/phasepoly/16qubits/100gadgets/Original15.qasm,100,618,1404,95,644,100,0 days 00:00:05.444205000,,gray,nash,count,0.2,16q-square
